906000380165	2013	AO	"WORLD BANK"	IDA	"Second Social Action Fund Project (FAS II)"	"SECOND SOCIAL ACTION FUND PROJECT (FAS II)"	"The Second Social Action Fund Project's (FAS II) objective is to increase the sustainable utilization of basic social and economic services by target populations. The project consists of three components: 1) Social and economic infrastructure subprojects will support a wide range of small, medium and large-scale subprojects for the expansion and improvement of basic social and economic infrastructure, as well as the provision of training in operation and maintenance of the facilities. The subprojects will be identified by poor communities, implemented with the assistance of an implementing partner, and coordinated with local government representatives, nongovernmental organizations, and sectoral agencies. They are related to education, health, water and sanitation, small-scale community infrastructure, and environmental infrastructure. 2) Capacity building will go beyond pursuing community participation in its operation by supporting independent civil society through training programs to strengthen the institutional and managerial capacity of local organizations. 3) Strengthening the monitoring and evaluation system (M&E) will a) capitalize on the existing strengths of the M&E system and project cycle of FAS I, and b) address the areas for improvements and gaps that were identified at the end of FAS I."
906000380183	2013	AO	"WORLD BANK"	IDA	"Economic Management Capacity Building Project"	"ECONOMIC MANAGEMENT CAPACITY BUILDING PROJECT"	
906000380207	2013	AO	"WORLD BANK"	IDA	"Economic Management Technical Assistance Project"	"ECONOMIC MANAGEMENT TECHNICAL ASSISTANCE PROJECT"	
906000380309	2013	AO	"WORLD BANK"	IDA	"Economic Management Capacity Building Project"	"ECONOMIC MANAGEMENT CAPACITY BUILDING PROJECT"	
906000380484	2013	AO	"WORLD BANK"	IDA	"3rd Social Action Fund (FAS III)"	"3RD SOCIAL ACTION FUND (FAS III)"	
906000380573	2013	UG	"WORLD BANK"	IDA	"Sustainable Management of Mineral Resources Project"	"SUSTAINABLE MANAGEMENT OF MINERAL RESOURCES PROJECT"	
906000380586	2013	UG	"WORLD BANK"	IDA	"Sustainable Management of Mineral Resources Project"	"SUSTAINABLE MANAGEMENT OF MINERAL RESOURCES PROJECT"	
906000380591	2013	AO	"WORLD BANK"	IDA	"AO-Water Sector Institutional Development"	"AO-WATER SECTOR INSTITUTIONAL DEVELOPMENT"	
906000380667	2013	AO	"WORLD BANK"	IDA	"Economic Management Technical Assistance Project"	"ECONOMIC MANAGEMENT TECHNICAL ASSISTANCE PROJECT"	
906000380705	2013	AO	"WORLD BANK"	IDA	"AO-Water Sector Institutional Development"	"AO-WATER SECTOR INSTITUTIONAL DEVELOPMENT"	
906000380777	2013	AO	"WORLD BANK"	IDA	"AO-Emerg MS Recovery ERL (FY05)"	"AO-EMERG MS RECOVERY ERL (FY05)"	
906000380986	2013	AO	"WORLD BANK"	IDA	"AO-Emerg MS Recovery ERL (FY05)"	"AO-EMERG MS RECOVERY ERL (FY05)"	
906000381030	2013	AO	"WORLD BANK"	IDA	"Second Social Action Fund Project (FAS II)"	"SECOND SOCIAL ACTION FUND PROJECT (FAS II)"	"The Second Social Action Fund Project's (FAS II) objective is to increase the sustainable utilization of basic social and economic services by target populations. The project consists of three components: 1) Social and economic infrastructure subprojects will support a wide range of small, medium and large-scale subprojects for the expansion and improvement of basic social and economic infrastructure, as well as the provision of training in operation and maintenance of the facilities. The subprojects will be identified by poor communities, implemented with the assistance of an implementing partner, and coordinated with local government representatives, nongovernmental organizations, and sectoral agencies. They are related to education, health, water and sanitation, small-scale community infrastructure, and environmental infrastructure. 2) Capacity building will go beyond pursuing community participation in its operation by supporting independent civil society through training programs to strengthen the institutional and managerial capacity of local organizations. 3) Strengthening the monitoring and evaluation system (M&E) will a) capitalize on the existing strengths of the M&E system and project cycle of FAS I, and b) address the areas for improvements and gaps that were identified at the end of FAS I."
906000381065	2013	AO	"WORLD BANK"	IDA	"3rd Social Action Fund (FAS III)"	"3RD SOCIAL ACTION FUND (FAS III)"	
906000381092	2013	AO	"WORLD BANK"	IDA	"Second Social Action Fund Project (FAS II)"	"SECOND SOCIAL ACTION FUND PROJECT (FAS II)"	"The Second Social Action Fund Project's (FAS II) objective is to increase the sustainable utilization of basic social and economic services by target populations. The project consists of three components: 1) Social and economic infrastructure subprojects will support a wide range of small, medium and large-scale subprojects for the expansion and improvement of basic social and economic infrastructure, as well as the provision of training in operation and maintenance of the facilities. The subprojects will be identified by poor communities, implemented with the assistance of an implementing partner, and coordinated with local government representatives, nongovernmental organizations, and sectoral agencies. They are related to education, health, water and sanitation, small-scale community infrastructure, and environmental infrastructure. 2) Capacity building will go beyond pursuing community participation in its operation by supporting independent civil society through training programs to strengthen the institutional and managerial capacity of local organizations. 3) Strengthening the monitoring and evaluation system (M&E) will a) capitalize on the existing strengths of the M&E system and project cycle of FAS I, and b) address the areas for improvements and gaps that were identified at the end of FAS I."
906000381127	2013	AO	"WORLD BANK"	IDA	"3rd Social Action Fund (FAS III)"	"3RD SOCIAL ACTION FUND (FAS III)"	
906000381157	2013	AO	"WORLD BANK"	IDA	"3rd Social Action Fund (FAS III)"	"3RD SOCIAL ACTION FUND (FAS III)"	
906000381163	2013	AO	"WORLD BANK"	IDA	"Second Social Action Fund Project (FAS II)"	"SECOND SOCIAL ACTION FUND PROJECT (FAS II)"	"The Second Social Action Fund Project's (FAS II) objective is to increase the sustainable utilization of basic social and economic services by target populations. The project consists of three components: 1) Social and economic infrastructure subprojects will support a wide range of small, medium and large-scale subprojects for the expansion and improvement of basic social and economic infrastructure, as well as the provision of training in operation and maintenance of the facilities. The subprojects will be identified by poor communities, implemented with the assistance of an implementing partner, and coordinated with local government representatives, nongovernmental organizations, and sectoral agencies. They are related to education, health, water and sanitation, small-scale community infrastructure, and environmental infrastructure. 2) Capacity building will go beyond pursuing community participation in its operation by supporting independent civil society through training programs to strengthen the institutional and managerial capacity of local organizations. 3) Strengthening the monitoring and evaluation system (M&E) will a) capitalize on the existing strengths of the M&E system and project cycle of FAS I, and b) address the areas for improvements and gaps that were identified at the end of FAS I."
906000381191	2013	AO	"WORLD BANK"	IDA	"Infrastructure Rehabilitation Engineering Project (IRE)"	"INFRASTRUCTURE REHABILITATION ENGINEERING PROJECT (IRE)"	
906000381197	2013	AO	"WORLD BANK"	IDA	"3rd Social Action Fund (FAS III)"	"3RD SOCIAL ACTION FUND (FAS III)"	
906000381200	2013	AO	"WORLD BANK"	IDA	"Education Project (01)"	"EDUCATION PROJECT (01)"	"The project objectives are to start correcting the major inefficiencies in the education sector and prepare a strategy for the overall rehabilitation, revitalization and progressive expansion of the education system. The project consists of four components: Setting up a demonstration model for education throught improvement of the quality of inputs and adaptation of the education structure. This will include the strengthening of the National Institute for Educational Research and Development, provision of textbooks to Primary Teacher College, and rehabilitaion of seven and construction of six primary and secondary schools. (b) Strengthening of the Ministry of Education's capacity through the training of sector administrators and the strengthening of the central and provincial institutions' capabilities for planning, budgeting, and human material resources management. (c) Improvement of the teaching of economics and management of the university through training of staff and provision of quality inputs to the faculty of economics and rationalizing and strenthening the university management information system. Finally, (d) studies and preparation of future investments to define the financial framework and pace for the reform, rehabilitation and expansion of the education system, and develop a related investment program."
906000381210	2013	AO	"WORLD BANK"	IDA	"Second Social Action Fund Project (FAS II)"	"SECOND SOCIAL ACTION FUND PROJECT (FAS II)"	"The Second Social Action Fund Project's (FAS II) objective is to increase the sustainable utilization of basic social and economic services by target populations. The project consists of three components: 1) Social and economic infrastructure subprojects will support a wide range of small, medium and large-scale subprojects for the expansion and improvement of basic social and economic infrastructure, as well as the provision of training in operation and maintenance of the facilities. The subprojects will be identified by poor communities, implemented with the assistance of an implementing partner, and coordinated with local government representatives, nongovernmental organizations, and sectoral agencies. They are related to education, health, water and sanitation, small-scale community infrastructure, and environmental infrastructure. 2) Capacity building will go beyond pursuing community participation in its operation by supporting independent civil society through training programs to strengthen the institutional and managerial capacity of local organizations. 3) Strengthening the monitoring and evaluation system (M&E) will a) capitalize on the existing strengths of the M&E system and project cycle of FAS I, and b) address the areas for improvements and gaps that were identified at the end of FAS I."
906000381224	2013	AO	"WORLD BANK"	IDA	"Lobito Benguela Urban Environmental Rehabilitation Project"	"LOBITO BENGUELA URBAN ENVIRONMENTAL REHABILITATION PROJECT"	"The project consists of the following components : (a) environmental sanitation which comprises the rehabilitation and expansion of the water supply distribution and sanitary sewer systems; the rehabilitation of the solid waste management system; and the rehabilitation of the storm drainage and erosion control network; (b) low income sanitation which provides clean urban water to all unplanned settlements via a network of 500 standpipes and laundry facilities; a massive improved latrine and sanitary environmental education program; and a modest urban revegetation program; (c) institutional development which consists of technical assistance and training, and logistical and administrative support for the Provincial Water Company; for the Provincial Community Services Department; and for the Provincial Planning Office to manage and monitor the project as a whole; and lastly, (d) studies which assist the Government to reorganize the Provincial Water Company; set economic water and sewer tariffs; define policy issues and action plans for environmental management."
906000381221	2013	AO	"WORLD BANK"	IDA	"Infrastructure Rehabilitation Engineering Project (IRE)"	"INFRASTRUCTURE REHABILITATION ENGINEERING PROJECT (IRE)"	
906000381239	2013	AO	"WORLD BANK"	IDA	"AO-Municipal Health Service Strengthening (Revitaliza&#231;&#227;o)"	"AO-MUNICIPAL HEALTH SERVICE STRENGTHENING (REVITALIZAçãO)"	
906000381248	2013	AO	"WORLD BANK"	IDA	"AO-Emerg MS Recovery ERL (FY05)"	"AO-EMERG MS RECOVERY ERL (FY05)"	
906000381253	2013	AO	"WORLD BANK"	IDA	"Lobito Benguela Urban Environmental Rehabilitation Project"	"LOBITO BENGUELA URBAN ENVIRONMENTAL REHABILITATION PROJECT"	"The project consists of the following components : (a) environmental sanitation which comprises the rehabilitation and expansion of the water supply distribution and sanitary sewer systems; the rehabilitation of the solid waste management system; and the rehabilitation of the storm drainage and erosion control network; (b) low income sanitation which provides clean urban water to all unplanned settlements via a network of 500 standpipes and laundry facilities; a massive improved latrine and sanitary environmental education program; and a modest urban revegetation program; (c) institutional development which consists of technical assistance and training, and logistical and administrative support for the Provincial Water Company; for the Provincial Community Services Department; and for the Provincial Planning Office to manage and monitor the project as a whole; and lastly, (d) studies which assist the Government to reorganize the Provincial Water Company; set economic water and sewer tariffs; define policy issues and action plans for environmental management."
906000381268	2013	AO	"WORLD BANK"	IDA	"Economic Management Technical Assistance Project"	"ECONOMIC MANAGEMENT TECHNICAL ASSISTANCE PROJECT"	
906000381274	2013	AO	"WORLD BANK"	IDA	"Second Social Action Fund Project (FAS II)"	"SECOND SOCIAL ACTION FUND PROJECT (FAS II)"	"The Second Social Action Fund Project's (FAS II) objective is to increase the sustainable utilization of basic social and economic services by target populations. The project consists of three components: 1) Social and economic infrastructure subprojects will support a wide range of small, medium and large-scale subprojects for the expansion and improvement of basic social and economic infrastructure, as well as the provision of training in operation and maintenance of the facilities. The subprojects will be identified by poor communities, implemented with the assistance of an implementing partner, and coordinated with local government representatives, nongovernmental organizations, and sectoral agencies. They are related to education, health, water and sanitation, small-scale community infrastructure, and environmental infrastructure. 2) Capacity building will go beyond pursuing community participation in its operation by supporting independent civil society through training programs to strengthen the institutional and managerial capacity of local organizations. 3) Strengthening the monitoring and evaluation system (M&E) will a) capitalize on the existing strengths of the M&E system and project cycle of FAS I, and b) address the areas for improvements and gaps that were identified at the end of FAS I."
906000381284	2013	AO	"WORLD BANK"	IDA	"3rd Social Action Fund (FAS III)"	"3RD SOCIAL ACTION FUND (FAS III)"	
